protocol,ether_src_mac,ether_dst_mac,ip_src,ip_dst,ip_len,ip_flags_df,ip_flags_mf,ip_frag_offset,ip_id,ip_ttl,ip_proto,ip_checksum,tcp_window_size,tcp_ack,tcp_seq,tcp_len,tcp_stream,tcp_urgent_pointer,tcp_flags,tcp_analysis_ack_rtt,tcp_analysis_push_bytes_sent,tcp_analysis_bytes_in_flight,frame_time_relative,frame_time_delta,modbus_length,modbus_unit_id,modbus_func_code,modbus_data,attack_specific,attack_category,attack_obj,attack_binary
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe581,64,6,0xd3c4,509,97,78,11,2,0,0x0018,0.000725607,11,11,3.643892971,0.000725607,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee47,64,6,0xcb09,502,89,97,0,2,0,0x0010,0.000029514,N/A,N/A,3.643922485,0.000029514,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf022,64,6,0xc923,502,210,229,12,0,0,0x0018,N/A,12,12,3.823021233,0.179098748,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa65f,64,6,0x12e8,509,241,210,11,0,0,0x0018,0.000997528,11,11,3.824018761,0.000997528,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf023,64,6,0xc92e,502,221,241,0,0,0,0x0010,0.000018724,N/A,N/A,3.824037485,0.000018724,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf024,64,6,0xc921,502,221,241,12,0,0,0x0018,N/A,12,12,4.024950867,0.200913382,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa660,64,6,0x12e7,509,253,221,11,0,0,0x0018,0.000819993,11,11,4.025770860,0.000819993,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf025,64,6,0xc92c,502,232,253,0,0,0,0x0010,0.000019376,N/A,N/A,4.025790236,0.000019376,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb58d,64,6,0x03b7,502,49,49,12,1,0,0x0018,N/A,12,12,4.120754098,0.094963862,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10c1,64,6,0xa883,509,61,49,12,1,0,0x0018,0.000811015,12,12,4.121565113,0.000811015,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb58e,64,6,0x03c2,502,61,61,0,1,0,0x0010,0.000019536,N/A,N/A,4.121584649,0.000019536,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee48,64,6,0xcafc,502,89,97,12,2,0,0x0018,N/A,12,12,4.145210462,0.023625813,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe582,64,6,0xd3c3,509,109,89,11,2,0,0x0018,0.000702927,11,11,4.145913389,0.000702927,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee49,64,6,0xcb07,502,100,109,0,2,0,0x0010,0.000029564,N/A,N/A,4.145942953,0.000029564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf026,64,6,0xc91f,502,232,253,12,0,0,0x0018,N/A,12,12,4.226803734,0.080860781,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa661,64,6,0x12e6,509,265,232,11,0,0,0x0018,0.000818850,11,11,4.227622584,0.000818850,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf027,64,6,0xc92a,502,243,265,0,0,0,0x0010,0.000018815,N/A,N/A,4.227641399,0.000018815,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf028,64,6,0xc91d,502,243,265,12,0,0,0x0018,N/A,12,12,4.428192244,0.200550845,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa662,64,6,0x12e5,509,277,243,11,0,0,0x0018,0.000430113,11,11,4.428622357,0.000430113,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf029,64,6,0xc928,502,254,277,0,0,0,0x0010,0.000017613,N/A,N/A,4.428639970,0.000017613,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf02a,64,6,0xc91b,502,254,277,12,0,0,0x0018,N/A,12,12,4.629672392,0.201032422,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa663,64,6,0x12e4,509,289,254,11,0,0,0x0018,0.000789597,11,11,4.630461989,0.000789597,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf02b,64,6,0xc926,502,265,289,0,0,0,0x0010,0.000019365,N/A,N/A,4.630481354,0.000019365,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee4a,64,6,0xcafa,502,100,109,12,2,0,0x0018,N/A,12,12,4.647325249,0.016843895,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe583,64,6,0xd3c2,509,121,100,11,2,0,0x0018,0.000905130,11,11,4.648230379,0.000905130,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee4b,64,6,0xcb05,502,111,121,0,2,0,0x0010,0.000031187,N/A,N/A,4.648261566,0.000031187,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf02c,64,6,0xc919,502,265,289,12,0,0,0x0018,N/A,12,12,4.831363590,0.183102024,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa664,64,6,0x12e3,509,301,265,11,0,0,0x0018,0.000683441,11,11,4.832047031,0.000683441,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf02d,64,6,0xc924,502,276,301,0,0,0,0x0010,0.000029344,N/A,N/A,4.832076375,0.000029344,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf02e,64,6,0xc917,502,276,301,12,0,0,0x0018,N/A,12,12,5.032785373,0.200708998,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa665,64,6,0x12e2,509,313,276,11,0,0,0x0018,0.000735307,11,11,5.033520680,0.000735307,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf02f,64,6,0xc922,502,287,313,0,0,0,0x0010,0.000029475,N/A,N/A,5.033550155,0.000029475,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb58f,64,6,0x03b5,502,61,61,12,1,0,0x0018,N/A,12,12,5.123358105,0.089807950,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10c2,64,6,0xa882,509,73,61,12,1,0,0x0018,0.000917544,12,12,5.124275649,0.000917544,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb590,64,6,0x03c0,502,73,73,0,1,0,0x0010,0.000016350,N/A,N/A,5.124291999,0.000016350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee4c,64,6,0xcaf8,502,111,121,12,2,0,0x0018,N/A,12,12,5.149600591,0.025308592,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe584,64,6,0xd3c1,509,133,111,11,2,0,0x0018,0.000875325,11,11,5.150475916,0.000875325,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee4d,64,6,0xcb03,502,122,133,0,2,0,0x0010,0.000016591,N/A,N/A,5.150492507,0.000016591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf030,64,6,0xc915,502,287,313,12,0,0,0x0018,N/A,12,12,5.234521741,0.084029234,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa666,64,6,0x12e1,509,325,287,11,0,0,0x0018,0.000626056,11,11,5.235147797,0.000626056,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf031,64,6,0xc920,502,298,325,0,0,0,0x0010,0.000033302,N/A,N/A,5.235181099,0.000033302,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf032,64,6,0xc913,502,298,325,12,0,0,0x0018,N/A,12,12,5.435802730,0.200621631,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa667,64,6,0x12e0,509,337,298,11,0,0,0x0018,0.000475688,11,11,5.436278418,0.000475688,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf033,64,6,0xc91e,502,309,337,0,0,0,0x0010,0.000017382,N/A,N/A,5.436295800,0.000017382,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf034,64,6,0xc911,502,309,337,12,0,0,0x0018,N/A,12,12,5.637137547,0.200841747,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa668,64,6,0x12df,509,349,309,11,0,0,0x0018,0.000579991,11,11,5.637717538,0.000579991,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf035,64,6,0xc91c,502,320,349,0,0,0,0x0010,0.000018053,N/A,N/A,5.637735591,0.000018053,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee4e,64,6,0xcaf6,502,122,133,12,2,0,0x0018,N/A,12,12,5.651678215,0.013942624,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe585,64,6,0xd3c0,509,145,122,11,2,0,0x0018,0.000789066,11,11,5.652467281,0.000789066,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee4f,64,6,0xcb01,502,133,145,0,2,0,0x0010,0.000017943,N/A,N/A,5.652485224,0.000017943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf036,64,6,0xc90f,502,320,349,12,0,0,0x0018,N/A,12,12,5.838394391,0.185909167,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa669,64,6,0x12de,509,361,320,11,0,0,0x0018,0.000694832,11,11,5.839089223,0.000694832,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf037,64,6,0xc91a,502,331,361,0,0,0,0x0010,0.000049832,N/A,N/A,5.839139055,0.000049832,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf038,64,6,0xc90d,502,331,361,12,0,0,0x0018,N/A,12,12,6.040027807,0.200888752,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa66a,64,6,0x12dd,509,373,331,11,0,0,0x0018,0.000736711,11,11,6.040764518,0.000736711,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf039,64,6,0xc918,502,342,373,0,0,0,0x0010,0.000029004,N/A,N/A,6.040793522,0.000029004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,ee:21:05:4b:de:89,192.168.0.21,192.168.0.11,64,1,0,0,0x9664,64,6,0x22e3,502,13,13,12,3,0,0x0018,N/A,12,12,6.104398756,0.063605234,N/A,N/A,6,00140007,N/A,N/A,N/A,0
MODBUS,ee:21:05:4b:de:89,3a:28:b4:02:e8:91,192.168.0.11,192.168.0.21,64,1,0,0,0x8415,64,6,0x3532,509,25,13,12,3,0,0x0018,0.000747501,12,12,6.105146257,0.000747501,N/A,N/A,6,00140007,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,ee:21:05:4b:de:89,192.168.0.21,192.168.0.11,52,1,0,0,0x9665,64,6,0x22ee,502,25,25,0,3,0,0x0010,0.000017923,N/A,N/A,6.105164180,0.000017923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb591,64,6,0x03b3,502,73,73,12,1,0,0x0018,N/A,12,12,6.125630254,0.020466074,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10c3,64,6,0xa881,509,85,73,12,1,0,0x0018,0.000508679,12,12,6.126138933,0.000508679,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb592,64,6,0x03be,502,85,85,0,1,0,0x0010,0.000022572,N/A,N/A,6.126161505,0.000022572,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee50,64,6,0xcaf4,502,133,145,12,2,0,0x0018,N/A,12,12,6.153648466,0.027486961,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe586,64,6,0xd3bf,509,157,133,11,2,0,0x0018,0.000801971,11,11,6.154450437,0.000801971,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee51,64,6,0xcaff,502,144,157,0,2,0,0x0010,0.000017703,N/A,N/A,6.154468140,0.000017703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf03a,64,6,0xc90b,502,342,373,12,0,0,0x0018,N/A,12,12,6.241501920,0.087033780,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa66b,64,6,0x12dc,509,385,342,11,0,0,0x0018,0.000663866,11,11,6.242165786,0.000663866,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf03b,64,6,0xc916,502,353,385,0,0,0,0x0010,0.000028142,N/A,N/A,6.242193928,0.000028142,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf03c,64,6,0xc909,502,353,385,12,0,0,0x0018,N/A,12,12,6.442785300,0.200591372,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa66c,64,6,0x12db,509,397,353,11,0,0,0x0018,0.000460961,11,11,6.443246261,0.000460961,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf03d,64,6,0xc914,502,364,397,0,0,0,0x0010,0.000016892,N/A,N/A,6.443263153,0.000016892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf03e,64,6,0xc907,502,364,397,12,0,0,0x0018,N/A,12,12,6.643817687,0.200554534,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa66d,64,6,0x12da,509,409,364,11,0,0,0x0018,0.000757589,11,11,6.644575276,0.000757589,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf03f,64,6,0xc912,502,375,409,0,0,0,0x0010,0.000031568,N/A,N/A,6.644606844,0.000031568,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee52,64,6,0xcaf2,502,144,157,12,2,0,0x0018,N/A,12,12,6.655642948,0.011036104,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe587,64,6,0xd3be,509,169,144,11,2,0,0x0018,0.000767097,11,11,6.656410045,0.000767097,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee53,64,6,0xcafd,502,155,169,0,2,0,0x0010,0.000017662,N/A,N/A,6.656427707,0.000017662,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf040,64,6,0xc905,502,375,409,12,0,0,0x0018,N/A,12,12,6.845237308,0.188809601,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa66e,64,6,0x12d9,509,421,375,11,0,0,0x0018,0.000407132,11,11,6.845644440,0.000407132,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf041,64,6,0xc910,502,386,421,0,0,0,0x0010,0.000019145,N/A,N/A,6.845663585,0.000019145,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf042,64,6,0xc903,502,386,421,12,0,0,0x0018,N/A,12,12,7.046153769,0.200490184,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa66f,64,6,0x12d8,509,433,386,11,0,0,0x0018,0.000415068,11,11,7.046568837,0.000415068,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf043,64,6,0xc90e,502,397,433,0,0,0,0x0010,0.000015278,N/A,N/A,7.046584115,0.000015278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb593,64,6,0x03b1,502,85,85,12,1,0,0x0018,N/A,12,12,7.127547220,0.080963105,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10c4,64,6,0xa880,509,97,85,12,1,0,0x0018,0.000634924,12,12,7.128182144,0.000634924,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb594,64,6,0x03bc,502,97,97,0,1,0,0x0010,0.000018494,N/A,N/A,7.128200638,0.000018494,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee54,64,6,0xcaf0,502,155,169,12,2,0,0x0018,N/A,12,12,7.157459641,0.029259003,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe588,64,6,0xd3bd,509,181,155,11,2,0,0x0018,0.000774912,11,11,7.158234553,0.000774912,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee55,64,6,0xcafb,502,166,181,0,2,0,0x0010,0.000017252,N/A,N/A,7.158251805,0.000017252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf044,64,6,0xc901,502,397,433,12,0,0,0x0018,N/A,12,12,7.247096789,0.088844984,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa670,64,6,0x12d7,509,445,397,11,0,0,0x0018,0.000468125,11,11,7.247564914,0.000468125,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf045,64,6,0xc90c,502,408,445,0,0,0,0x0010,0.000018244,N/A,N/A,7.247583158,0.000018244,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf046,64,6,0xc8ff,502,408,445,12,0,0,0x0018,N/A,12,12,7.448134063,0.200550905,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa671,64,6,0x12d6,509,457,408,11,0,0,0x0018,0.000417542,11,11,7.448551605,0.000417542,N/A,N/A,4,020076,N/A,N/A,N/A,0
