protocol,ether_src_mac,ether_dst_mac,ip_src,ip_dst,ip_len,ip_flags_df,ip_flags_mf,ip_frag_offset,ip_id,ip_ttl,ip_proto,ip_checksum,tcp_window_size,tcp_ack,tcp_seq,tcp_len,tcp_stream,tcp_urgent_pointer,tcp_flags,tcp_analysis_ack_rtt,tcp_analysis_push_bytes_sent,tcp_analysis_bytes_in_flight,frame_time_relative,frame_time_delta,modbus_length,modbus_unit_id,modbus_func_code,modbus_data,attack_specific,attack_category,attack_obj,attack_binary
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0e3,64,6,0xc86e,502,1277,1393,0,0,0,0x0010,0.000017723,N/A,N/A,23.164669450,0.000017723,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10d4,64,6,0xa870,509,289,277,12,1,0,0x0018,0.000490274,12,12,23.164706439,0.000036989,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb5b4,64,6,0x039c,502,289,289,0,1,0,0x0010,0.000016881,N/A,N/A,23.164723320,0.000016881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee94,64,6,0xcab0,502,507,553,12,2,0,0x0018,N/A,12,12,23.211825783,0.047102463,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5a8,64,6,0xd39d,509,565,507,11,2,0,0x0018,0.000842181,11,11,23.212667964,0.000842181,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee95,64,6,0xcabb,502,518,565,0,2,0,0x0010,0.000017252,N/A,N/A,23.212685216,0.000017252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0e4,64,6,0xc861,502,1277,1393,12,0,0,0x0018,N/A,12,12,23.365632914,0.152947698,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6c0,64,6,0x1287,509,1405,1277,11,0,0,0x0018,0.000968306,11,11,23.366601220,0.000968306,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0e5,64,6,0xc86c,502,1288,1405,0,0,0,0x0010,0.000030316,N/A,N/A,23.366631536,0.000030316,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0e6,64,6,0xc85f,502,1288,1405,12,0,0,0x0018,N/A,12,12,23.567300199,0.200668663,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6c1,64,6,0x1286,509,1417,1288,11,0,0,0x0018,0.000632139,11,11,23.567932338,0.000632139,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0e7,64,6,0xc86a,502,1299,1417,0,0,0,0x0010,0.000024856,N/A,N/A,23.567957194,0.000024856,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee96,64,6,0xcaae,502,518,565,12,2,0,0x0018,N/A,12,12,23.713880140,0.145922946,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5a9,64,6,0xd39c,509,577,518,11,2,0,0x0018,0.000812525,11,11,23.714692665,0.000812525,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee97,64,6,0xcab9,502,529,577,0,2,0,0x0010,0.000018735,N/A,N/A,23.714711400,0.000018735,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0e8,64,6,0xc85d,502,1299,1417,12,0,0,0x0018,N/A,12,12,23.768560685,0.053849285,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6c2,64,6,0x1285,509,1429,1299,11,0,0,0x0018,0.000818577,11,11,23.769379262,0.000818577,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0e9,64,6,0xc868,502,1310,1429,0,0,0,0x0010,0.000029485,N/A,N/A,23.769408747,0.000029485,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0ea,64,6,0xc85b,502,1310,1429,12,0,0,0x0018,N/A,12,12,23.969996106,0.200587359,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6c3,64,6,0x1284,509,1441,1310,11,0,0,0x0018,0.000423931,11,11,23.970420037,0.000423931,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0eb,64,6,0xc866,502,1321,1441,0,0,0,0x0010,0.000015649,N/A,N/A,23.970435686,0.000015649,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb5b5,64,6,0x038f,502,289,289,12,1,0,0x0018,N/A,12,12,24.166513649,0.196077963,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10d5,64,6,0xa86f,509,301,289,12,1,0,0x0018,0.000683466,12,12,24.167197115,0.000683466,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb5b6,64,6,0x039a,502,301,301,0,1,0,0x0010,0.000028192,N/A,N/A,24.167225307,0.000028192,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0ec,64,6,0xc859,502,1321,1441,12,0,0,0x0018,N/A,12,12,24.171348350,0.004123043,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6c4,64,6,0x1283,509,1453,1321,11,0,0,0x0018,0.000643360,11,11,24.171991710,0.000643360,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0ed,64,6,0xc864,502,1332,1453,0,0,0,0x0010,0.000018164,N/A,N/A,24.172009874,0.000018164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee98,64,6,0xcaac,502,529,577,12,2,0,0x0018,N/A,12,12,24.215895362,0.043885488,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5aa,64,6,0xd39b,509,589,529,11,2,0,0x0018,0.000741733,11,11,24.216637095,0.000741733,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee99,64,6,0xcab7,502,540,589,0,2,0,0x0010,0.000014257,N/A,N/A,24.216651352,0.000014257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0ee,64,6,0xc857,502,1332,1453,12,0,0,0x0018,N/A,12,12,24.372977490,0.156326138,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6c5,64,6,0x1282,509,1465,1332,11,0,0,0x0018,0.000962956,11,11,24.373940446,0.000962956,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0ef,64,6,0xc862,502,1343,1465,0,0,0,0x0010,0.000030497,N/A,N/A,24.373970943,0.000030497,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0f0,64,6,0xc855,502,1343,1465,12,0,0,0x0018,N/A,12,12,24.575004074,0.201033131,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6c6,64,6,0x1281,509,1477,1343,11,0,0,0x0018,0.000753465,11,11,24.575757539,0.000753465,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0f1,64,6,0xc860,502,1354,1477,0,0,0,0x0010,0.000019597,N/A,N/A,24.575777136,0.000019597,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee9a,64,6,0xcaaa,502,540,589,12,2,0,0x0018,N/A,12,12,24.717832800,0.142055664,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5ab,64,6,0xd39a,509,601,540,11,2,0,0x0018,0.000768313,11,11,24.718601113,0.000768313,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee9b,64,6,0xcab5,502,551,601,0,2,0,0x0010,0.000022672,N/A,N/A,24.718623785,0.000022672,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0f2,64,6,0xc853,502,1354,1477,12,0,0,0x0018,N/A,12,12,24.776307336,0.057683551,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6c7,64,6,0x1280,509,1489,1354,11,0,0,0x0018,0.000611050,11,11,24.776918386,0.000611050,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0f3,64,6,0xc85e,502,1365,1489,0,0,0,0x0010,0.000021330,N/A,N/A,24.776939716,0.000021330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0f4,64,6,0xc851,502,1365,1489,12,0,0,0x0018,N/A,12,12,24.977788610,0.200848894,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6c8,64,6,0x127f,509,1501,1365,11,0,0,0x0018,0.000739069,11,11,24.978527679,0.000739069,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0f5,64,6,0xc85c,502,1376,1501,0,0,0,0x0010,0.000029054,N/A,N/A,24.978556733,0.000029054,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb5b7,64,6,0x038d,502,301,301,12,1,0,0x0018,N/A,12,12,25.168968701,0.190411968,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10d6,64,6,0xa86e,509,313,301,12,1,0,0x0018,0.000751933,12,12,25.169720634,0.000751933,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb5b8,64,6,0x0398,502,313,313,0,1,0,0x0010,0.000019286,N/A,N/A,25.169739920,0.000019286,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0f6,64,6,0xc84f,502,1376,1501,12,0,0,0x0018,N/A,12,12,25.179496390,0.009756470,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6c9,64,6,0x127e,509,1513,1376,11,0,0,0x0018,0.000853924,11,11,25.180350314,0.000853924,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0f7,64,6,0xc85a,502,1387,1513,0,0,0,0x0010,0.000017533,N/A,N/A,25.180367847,0.000017533,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee9c,64,6,0xcaa8,502,551,601,12,2,0,0x0018,N/A,12,12,25.219482071,0.039114224,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5ac,64,6,0xd399,509,613,551,11,2,0,0x0018,0.000606011,11,11,25.220088082,0.000606011,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee9d,64,6,0xcab3,502,562,613,0,2,0,0x0010,0.000018845,N/A,N/A,25.220106927,0.000018845,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0f8,64,6,0xc84d,502,1387,1513,12,0,0,0x0018,N/A,12,12,25.381042387,0.160935460,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6ca,64,6,0x127d,509,1525,1387,11,0,0,0x0018,0.000938532,11,11,25.381980919,0.000938532,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0f9,64,6,0xc858,502,1398,1525,0,0,0,0x0010,0.000020017,N/A,N/A,25.382000936,0.000020017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0fa,64,6,0xc84b,502,1398,1525,12,0,0,0x0018,N/A,12,12,25.582679976,0.200679040,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6cb,64,6,0x127c,509,1537,1398,11,0,0,0x0018,0.000811064,11,11,25.583491040,0.000811064,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0fb,64,6,0xc856,502,1409,1537,0,0,0,0x0010,0.000019607,N/A,N/A,25.583510647,0.000019607,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xee9e,64,6,0xcaa6,502,562,613,12,2,0,0x0018,N/A,12,12,25.720962745,0.137452098,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5ad,64,6,0xd398,509,625,562,11,2,0,0x0018,0.000439661,11,11,25.721402406,0.000439661,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xee9f,64,6,0xcab1,502,573,625,0,2,0,0x0010,0.000014407,N/A,N/A,25.721416813,0.000014407,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0fc,64,6,0xc849,502,1409,1537,12,0,0,0x0018,N/A,12,12,25.784449421,0.063032608,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6cc,64,6,0x127b,509,1549,1409,11,0,0,0x0018,0.000871586,11,11,25.785321007,0.000871586,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0fd,64,6,0xc854,502,1420,1549,0,0,0,0x0010,0.000030477,N/A,N/A,25.785351484,0.000030477,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf0fe,64,6,0xc847,502,1420,1549,12,0,0,0x0018,N/A,12,12,25.985924213,0.200572729,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6cd,64,6,0x127a,509,1561,1420,11,0,0,0x0018,0.000456993,11,11,25.986381206,0.000456993,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf0ff,64,6,0xc852,502,1431,1561,0,0,0,0x0010,0.000018485,N/A,N/A,25.986399691,0.000018485,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,ee:21:05:4b:de:89,192.168.0.21,192.168.0.11,64,1,0,0,0x966c,64,6,0x22db,502,61,61,12,3,0,0x0018,N/A,12,12,26.124957586,0.138557895,N/A,N/A,6,00140007,N/A,N/A,N/A,0
MODBUS,ee:21:05:4b:de:89,3a:28:b4:02:e8:91,192.168.0.11,192.168.0.21,64,1,0,0,0x8419,64,6,0x352e,509,73,61,12,3,0,0x0018,0.000883570,12,12,26.125841156,0.000883570,N/A,N/A,6,00140007,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,ee:21:05:4b:de:89,192.168.0.21,192.168.0.11,52,1,0,0,0x966d,64,6,0x22e6,502,73,73,0,3,0,0x0010,0.000020077,N/A,N/A,26.125861233,0.000020077,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb5b9,64,6,0x038b,502,313,313,12,1,0,0x0018,N/A,12,12,26.171448183,0.045586950,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10d7,64,6,0xa86d,509,325,313,12,1,0,0x0018,0.000879723,12,12,26.172327906,0.000879723,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb5ba,64,6,0x0396,502,325,325,0,1,0,0x0010,0.000019646,N/A,N/A,26.172347552,0.000019646,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf100,64,6,0xc845,502,1431,1561,12,0,0,0x0018,N/A,12,12,26.187473114,0.015125562,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6ce,64,6,0x1279,509,1573,1431,11,0,0,0x0018,0.000842924,11,11,26.188316038,0.000842924,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf101,64,6,0xc850,502,1442,1573,0,0,0,0x0010,0.000017793,N/A,N/A,26.188333831,0.000017793,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xeea0,64,6,0xcaa4,502,573,625,12,2,0,0x0018,N/A,12,12,26.222594914,0.034261083,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5ae,64,6,0xd397,509,637,573,11,2,0,0x0018,0.000840660,11,11,26.223435574,0.000840660,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xeea1,64,6,0xcaaf,502,584,637,0,2,0,0x0010,0.000020047,N/A,N/A,26.223455621,0.000020047,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf102,64,6,0xc843,502,1442,1573,12,0,0,0x0018,N/A,12,12,26.388934250,0.165478629,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6cf,64,6,0x1278,509,1585,1442,11,0,0,0x0018,0.000674299,11,11,26.389608549,0.000674299,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf103,64,6,0xc84e,502,1453,1585,0,0,0,0x0010,0.000020479,N/A,N/A,26.389629028,0.000020479,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf104,64,6,0xc841,502,1453,1585,12,0,0,0x0018,N/A,12,12,26.590498670,0.200869642,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6d0,64,6,0x1277,509,1597,1453,11,0,0,0x0018,0.000460540,11,11,26.590959210,0.000460540,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf105,64,6,0xc84c,502,1464,1597,0,0,0,0x0010,0.000018174,N/A,N/A,26.590977384,0.000018174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xeea2,64,6,0xcaa2,502,584,637,12,2,0,0x0018,N/A,12,12,26.724535192,0.133557808,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5af,64,6,0xd396,509,649,584,11,2,0,0x0018,0.000861628,11,11,26.725396820,0.000861628,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xeea3,64,6,0xcaad,502,595,649,0,2,0,0x0010,0.000017693,N/A,N/A,26.725414513,0.000017693,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf106,64,6,0xc83f,502,1464,1597,12,0,0,0x0018,N/A,12,12,26.791782765,0.066368252,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6d1,64,6,0x1276,509,1609,1464,11,0,0,0x0018,0.000677725,11,11,26.792460490,0.000677725,N/A,N/A,4,020079,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf107,64,6,0xc84a,502,1475,1609,0,0,0,0x0010,0.000017273,N/A,N/A,26.792477763,0.000017273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
